,country_name,state_name,Zip,As of Date,health_risk_type_description,toxin_type_name,toxin_type_cd,toxin_limit_unit,toxin_limit_value,utility_id
175,Hillsborough,New Hampshire,33011,2020-12-31,Increased risk of cancer,TOTAL HALOACETIC ACIDS (HAA5),2456,MG/L,0.059999999999999998,FL4130089
176,Hillsborough,New Hampshire,33011,2020-12-31,"Liver, kidney, or central nervous system problems; increased risk of cancer",TTHM,2950,MG/L,0.080000000000000002,FL4130089
177,Rockingham,New Hampshire,33015,2020-12-31,"Skin damage or problems with circulatory systems, and may have increased risk of getting cancer",ARSENIC,1005,MG/L,0.01,FL4134357
178,Rockingham,New Hampshire,33015,2020-12-31,Increase in blood pressure,BARIUM,1010,MG/L,2,FL4134357
179,Rockingham,New Hampshire,33015,2020-12-31,Kidney damage,CADMIUM,1015,MG/L,0.0050000000000000001,FL4134357
180,Rockingham,New Hampshire,33015,2020-12-31,Allergic dermatitis,CHROMIUM,1020,MG/L,0.10000000000000001,FL4134357
181,Rockingham,New Hampshire,33015,2020-12-31,Short-term exposure: Gastrointestinal distress. Long- term exposure: Liver or kidney damage. People with Wilson’s Disease should consult their personal doctor if the amount of copper in their water exceeds the action level,"COPPER, FREE",1022,TT; Action Level=1.3,1.3,FL4134357
182,Rockingham,New Hampshire,33015,2020-12-31,Nerve damage or thyroid problems,CYANIDE,1024,MG/L,0.20000000000000001,FL4134357
183,Rockingham,New Hampshire,33015,2020-12-31,Bone disease (pain and tenderness of the bones); children may get mottled teeth,FLUORIDE,1025,MG/L,4,FL4134357
184,Rockingham,New Hampshire,33015,2020-12-31,Infants and children: Delays in physical or mental development; children could show slight deficits in attention span and learning abilities; Adults: Kidney problems; high blood pressure,LEAD,1030,TT; Action Level,0.014999999999999999,FL4134357
185,Rockingham,New Hampshire,33015,2020-12-31,Kidney damage,MERCURY,1035,MG/L,0.002,FL4134357
186,Rockingham,New Hampshire,33015,2020-12-31,Hair or fingernail loss; numbness in fingers or toes; circulatory problems,SELENIUM,1045,MG/L,0.050000000000000003,FL4134357
187,Rockingham,New Hampshire,33015,2020-12-31,Increase in blood cholesterol; decrease in blood sugar,"ANTIMONY, TOTAL",1074,MG/L,0.0060000000000000001,FL4134357
188,Rockingham,New Hampshire,33015,2020-12-31,Intestinal lesions,"BERYLLIUM, TOTAL",1075,MG/L,0.0040000000000000001,FL4134357
189,Rockingham,New Hampshire,33015,2020-12-31,"Hair loss; changes in blood; kidney, intestine, or liver problems","THALLIUM, TOTAL",1085,MG/L,0.002,FL4134357
190,Rockingham,New Hampshire,33015,2020-12-31,Changes in adrenal glands,"1,2,4-TRICHLOROBENZENE",2378,MG/L,0.070000000000000007,FL4134357
191,Rockingham,New Hampshire,33015,2020-12-31,Liver problems,"CIS-1,2-DICHLOROETHYLENE",2380,MG/L,0.070000000000000007,FL4134357
192,Rockingham,New Hampshire,33015,2020-12-31,Nervous system damage,"XYLENES, TOTAL",2955,MG/L,10,FL4134357
193,Rockingham,New Hampshire,33015,2020-12-31,Liver problems; increased risk of cancer,DICHLOROMETHANE,2964,MG/L,0.0050000000000000001,FL4134357
194,Rockingham,New Hampshire,33015,2020-12-31,"Liver, kidney, or circulatory system problems",O-DICHLOROBENZENE,2968,MG/L,0.59999999999999998,FL4134357
195,Rockingham,New Hampshire,33015,2020-12-31,"Anemia; liver, kidney, or spleen damage; changes in blood",P-DICHLOROBENZENE,2969,MG/L,0.074999999999999997,FL4134357
196,Rockingham,New Hampshire,33015,2020-12-31,Increased risk of cancer,VINYL CHLORIDE,2976,MG/L,0.002,FL4134357
197,Rockingham,New Hampshire,33015,2020-12-31,Liver problems,"1,1-DICHLOROETHYLENE",2977,MG/L,0.0070000000000000001,FL4134357
198,Rockingham,New Hampshire,33015,2020-12-31,Liver problems,"TRANS-1,2-DICHLOROETHYLENE",2979,MG/L,0.10000000000000001,FL4134357
199,Rockingham,New Hampshire,33015,2020-12-31,Increased risk of cancer,"1,2-DICHLOROETHANE",2980,MG/L,0.0050000000000000001,FL4134357
200,Rockingham,New Hampshire,33015,2020-12-31,"Liver, nervous system, or circulatory problems","1,1,1-TRICHLOROETHANE",2981,MG/L,0.20000000000000001,FL4134357
201,Rockingham,New Hampshire,33015,2020-12-31,Liver problems; increased risk of cancer,CARBON TETRACHLORIDE,2982,MG/L,0.0050000000000000001,FL4134357
202,Rockingham,New Hampshire,33015,2020-12-31,Increased risk of cancer,"1,2-DICHLOROPROPANE",2983,MG/L,0.0050000000000000001,FL4134357
203,Rockingham,New Hampshire,33015,2020-12-31,Liver problems; increased risk of cancer,TRICHLOROETHYLENE,2984,MG/L,0.0050000000000000001,FL4134357
204,Rockingham,New Hampshire,33015,2020-12-31,"Liver, kidney, or immune system problems","1,1,2-TRICHLOROETHANE",2985,MG/L,0.0050000000000000001,FL4134357
205,Rockingham,New Hampshire,33015,2020-12-31,Liver problems; increased risk of cancer,TETRACHLOROETHYLENE,2987,MG/L,0.0050000000000000001,FL4134357
206,Rockingham,New Hampshire,33015,2020-12-31,Liver or kidney problems,CHLOROBENZENE,2989,MG/L,0.10000000000000001,FL4134357
207,Rockingham,New Hampshire,33015,2020-12-31,Anemia; decrease in blood platelets; increased risk of cancer,BENZENE,2990,MG/L,0.0050000000000000001,FL4134357
208,Rockingham,New Hampshire,33015,2020-12-31,"Nervous system, kidney, or liver problems",TOLUENE,2991,MG/L,1,FL4134357
209,Rockingham,New Hampshire,33015,2020-12-31,Liver or kidney problems,ETHYLBENZENE,2992,MG/L,0.69999999999999996,FL4134357
210,Rockingham,New Hampshire,33015,2020-12-31,"Liver, kidney, or circulatory system problems",STYRENE,2996,MG/L,0.10000000000000001,FL4134357
211,Rockingham,New Hampshire,33015,2020-12-31,,RADIUM-226,4020,MG/L,0,FL4134357
212,Rockingham,New Hampshire,33015,2020-12-31,,RADIUM-228,4030,MG/L,0,FL4134357
213,Rockingham,New Hampshire,33015,2020-12-31,"Infants below the age of six months who drink water containing nitrate in excess of the MCL could become seriously ill and, if untreated, may die. Symptoms include shortness of breath and blue-baby syndrome.",NITRATE,1040,MG/L,10,FL4130604
214,Rockingham,New Hampshire,33015,2020-12-31,"Infants below the age of six months who drink water containing nitrite in excess of the MCL could become seriously ill and, if untreated, may die. Symptoms include shortness of breath and blue-baby syndrome.",NITRITE,1041,MG/L,1,FL4130604
215,Rockingham,New Hampshire,33015,2020-12-31,Liver problems,ENDRIN,2005,MG/L,0.002,FL4130604
216,Rockingham,New Hampshire,33015,2020-12-31,Reproductive difficulties,METHOXYCHLOR,2015,MG/L,0.040000000000000001,FL4130604
217,Rockingham,New Hampshire,33015,2020-12-31,"Kidney, liver, or thyroid problems; increased risk of cancer",TOXAPHENE,2020,MG/L,0.0030000000000000001,FL4130604
218,Rockingham,New Hampshire,33015,2020-12-31,Minor kidney changes,DALAPON,2031,MG/L,0.20000000000000001,FL4130604
219,Rockingham,New Hampshire,33015,2020-12-31,Cataracts,DIQUAT,2032,MG/L,0.02,FL4130604
220,Rockingham,New Hampshire,33015,2020-12-31,Kidney problems; reproductive difficulties,GLYPHOSATE,2034,MG/L,0.69999999999999996,FL4130604
221,Rockingham,New Hampshire,33015,2020-12-31,"Weight loss, liver problems, or possible reproductive difficulties",DI(2-ETHYLHEXYL) ADIPATE,2035,MG/L,0.40000000000000002,FL4130604
222,Rockingham,New Hampshire,33015,2020-12-31,Slight nervous system effects,OXAMYL,2036,MG/L,0.20000000000000001,FL4130604
223,Rockingham,New Hampshire,33015,2020-12-31,Problems with blood,SIMAZINE,2037,MG/L,0.0040000000000000001,FL4130604
224,Rockingham,New Hampshire,33015,2020-12-31,Reproductive difficulties; liver problems; increased risk of cancer,DI(2-ETHYLHEXYL) PHTHALATE,2039,MG/L,0.0060000000000000001,FL4130604
225,Rockingham,New Hampshire,33015,2020-12-31,Liver problems,PICLORAM,2040,MG/L,0.5,FL4130604
226,Rockingham,New Hampshire,33015,2020-12-31,Reproductive difficulties,DINOSEB,2041,MG/L,0.0070000000000000001,FL4130604
227,Rockingham,New Hampshire,33015,2020-12-31,Kidney or stomach problems,HEXACHLOROCYCLOPENTADIENE,2042,MG/L,0.050000000000000003,FL4130604
228,Rockingham,New Hampshire,33015,2020-12-31,"Problems with blood, nervous system, or reproductive system",CARBOFURAN,2046,MG/L,0.040000000000000001,FL4130604
229,Rockingham,New Hampshire,33015,2020-12-31,Cardiovascular system or reproductive problems,ATRAZINE,2050,MG/L,0.0030000000000000001,FL4130604
230,Rockingham,New Hampshire,33015,2020-12-31,Liver damage; increased risk of cancer,HEPTACHLOR,2065,MG/L,0.00040000000000000002,FL4130604
231,Rockingham,New Hampshire,33015,2020-12-31,Liver damage; increased risk of cancer,HEPTACHLOR EPOXIDE,2067,MG/L,0.00020000000000000001,FL4130604
232,Rockingham,New Hampshire,33015,2020-12-31,"Kidney, liver, or adrenal gland problems","2,4-D",2105,MG/L,0.070000000000000007,FL4130604
233,Rockingham,New Hampshire,33015,2020-12-31,Liver problems,"2,4,5-TP",2110,MG/L,0.050000000000000003,FL4130604
234,Rockingham,New Hampshire,33015,2020-12-31,Liver or kidney problems; reproductive difficulties; increased risk of cancer,HEXACHLOROBENZENE,2274,MG/L,0.001,FL4130604
235,Rockingham,New Hampshire,33015,2020-12-31,Reproductive difficulties; increased risk of cancer,BENZO(A)PYRENE,2306,MG/L,0.00020000000000000001,FL4130604
236,Rockingham,New Hampshire,33015,2020-12-31,Liver or kidney problems; increased cancer risk,PENTACHLOROPHENOL,2326,MG/L,0.001,FL4130604
237,Rockingham,New Hampshire,33015,2020-12-31,Reproductive difficulties; increased risk of cancer,"1,2-DIBROMO-3-CHLOROPROPANE",2931,MG/L,0.00020000000000000001,FL4130604
238,Rockingham,New Hampshire,33015,2020-12-31,"Problems with liver, stomach, reproductive system, or kidneys; increased risk of cancer",ETHYLENE DIBROMIDE,2946,MG/L,5.0000000000000002e-05,FL4130604
239,Rockingham,New Hampshire,33015,2020-12-31,Liver or nervous system problems; increased risk of cancer,CHLORDANE,2959,MG/L,0.002,FL4130604
240,Rockingham,New Hampshire,33015,2020-12-31,Increased risk of cancer,TOTAL HALOACETIC ACIDS (HAA5),2456,MG/L,0.059999999999999998,FL4130089
241,Rockingham,New Hampshire,33015,2020-12-31,"Liver, kidney, or central nervous system problems; increased risk of cancer",TTHM,2950,MG/L,0.080000000000000002,FL4130089
242,Hillsborough,New Hampshire,33011,2020-12-31,"Skin damage or problems with circulatory systems, and may have increased risk of getting cancer",ARSENIC,1005,MG/L,0.01,FL4134357
243,Hillsborough,New Hampshire,33011,2020-12-31,Increase in blood pressure,BARIUM,1010,MG/L,2,FL4134357
244,Hillsborough,New Hampshire,33011,2020-12-31,Kidney damage,CADMIUM,1015,MG/L,0.0050000000000000001,FL4134357
245,Hillsborough,New Hampshire,33011,2020-12-31,Allergic dermatitis,CHROMIUM,1020,MG/L,0.10000000000000001,FL4134357
246,Hillsborough,New Hampshire,33011,2020-12-31,Short-term exposure: Gastrointestinal distress. Long- term exposure: Liver or kidney damage. People with Wilson’s Disease should consult their personal doctor if the amount of copper in their water exceeds the action level,"COPPER, FREE",1022,TT; Action Level=1.3,1.3,FL4134357
247,Hillsborough,New Hampshire,33011,2020-12-31,Nerve damage or thyroid problems,CYANIDE,1024,MG/L,0.20000000000000001,FL4134357
248,Hillsborough,New Hampshire,33011,2020-12-31,Bone disease (pain and tenderness of the bones); children may get mottled teeth,FLUORIDE,1025,MG/L,4,FL4134357
249,Hillsborough,New Hampshire,33011,2020-12-31,Infants and children: Delays in physical or mental development; children could show slight deficits in attention span and learning abilities; Adults: Kidney problems; high blood pressure,LEAD,1030,TT; Action Level,0.014999999999999999,FL4134357
250,Hillsborough,New Hampshire,33011,2020-12-31,Kidney damage,MERCURY,1035,MG/L,0.002,FL4134357
251,Hillsborough,New Hampshire,33011,2020-12-31,Hair or fingernail loss; numbness in fingers or toes; circulatory problems,SELENIUM,1045,MG/L,0.050000000000000003,FL4134357
252,Hillsborough,New Hampshire,33011,2020-12-31,Increase in blood cholesterol; decrease in blood sugar,"ANTIMONY, TOTAL",1074,MG/L,0.0060000000000000001,FL4134357
253,Hillsborough,New Hampshire,33011,2020-12-31,Intestinal lesions,"BERYLLIUM, TOTAL",1075,MG/L,0.0040000000000000001,FL4134357
254,Hillsborough,New Hampshire,33011,2020-12-31,"Hair loss; changes in blood; kidney, intestine, or liver problems","THALLIUM, TOTAL",1085,MG/L,0.002,FL4134357
255,Hillsborough,New Hampshire,33011,2020-12-31,Changes in adrenal glands,"1,2,4-TRICHLOROBENZENE",2378,MG/L,0.070000000000000007,FL4134357
256,Hillsborough,New Hampshire,33011,2020-12-31,Liver problems,"CIS-1,2-DICHLOROETHYLENE",2380,MG/L,0.070000000000000007,FL4134357
257,Hillsborough,New Hampshire,33011,2020-12-31,Nervous system damage,"XYLENES, TOTAL",2955,MG/L,10,FL4134357
258,Hillsborough,New Hampshire,33011,2020-12-31,Liver problems; increased risk of cancer,DICHLOROMETHANE,2964,MG/L,0.0050000000000000001,FL4134357
259,Hillsborough,New Hampshire,33011,2020-12-31,"Liver, kidney, or circulatory system problems",O-DICHLOROBENZENE,2968,MG/L,0.59999999999999998,FL4134357
260,Hillsborough,New Hampshire,33011,2020-12-31,"Anemia; liver, kidney, or spleen damage; changes in blood",P-DICHLOROBENZENE,2969,MG/L,0.074999999999999997,FL4134357
261,Hillsborough,New Hampshire,33011,2020-12-31,Increased risk of cancer,VINYL CHLORIDE,2976,MG/L,0.002,FL4134357
262,Hillsborough,New Hampshire,33011,2020-12-31,Liver problems,"1,1-DICHLOROETHYLENE",2977,MG/L,0.0070000000000000001,FL4134357
263,Hillsborough,New Hampshire,33011,2020-12-31,Liver problems,"TRANS-1,2-DICHLOROETHYLENE",2979,MG/L,0.10000000000000001,FL4134357
264,Hillsborough,New Hampshire,33011,2020-12-31,Increased risk of cancer,"1,2-DICHLOROETHANE",2980,MG/L,0.0050000000000000001,FL4134357
265,Hillsborough,New Hampshire,33011,2020-12-31,"Liver, nervous system, or circulatory problems","1,1,1-TRICHLOROETHANE",2981,MG/L,0.20000000000000001,FL4134357
266,Hillsborough,New Hampshire,33011,2020-12-31,Liver problems; increased risk of cancer,CARBON TETRACHLORIDE,2982,MG/L,0.0050000000000000001,FL4134357
267,Hillsborough,New Hampshire,33011,2020-12-31,Increased risk of cancer,"1,2-DICHLOROPROPANE",2983,MG/L,0.0050000000000000001,FL4134357
268,Hillsborough,New Hampshire,33011,2020-12-31,Liver problems; increased risk of cancer,TRICHLOROETHYLENE,2984,MG/L,0.0050000000000000001,FL4134357
269,Hillsborough,New Hampshire,33011,2020-12-31,"Liver, kidney, or immune system problems","1,1,2-TRICHLOROETHANE",2985,MG/L,0.0050000000000000001,FL4134357
270,Hillsborough,New Hampshire,33011,2020-12-31,Liver problems; increased risk of cancer,TETRACHLOROETHYLENE,2987,MG/L,0.0050000000000000001,FL4134357
271,Hillsborough,New Hampshire,33011,2020-12-31,Liver or kidney problems,CHLOROBENZENE,2989,MG/L,0.10000000000000001,FL4134357
272,Hillsborough,New Hampshire,33011,2020-12-31,Anemia; decrease in blood platelets; increased risk of cancer,BENZENE,2990,MG/L,0.0050000000000000001,FL4134357
273,Hillsborough,New Hampshire,33011,2020-12-31,"Nervous system, kidney, or liver problems",TOLUENE,2991,MG/L,1,FL4134357
274,Hillsborough,New Hampshire,33011,2020-12-31,Liver or kidney problems,ETHYLBENZENE,2992,MG/L,0.69999999999999996,FL4134357
275,Hillsborough,New Hampshire,33011,2020-12-31,"Liver, kidney, or circulatory system problems",STYRENE,2996,MG/L,0.10000000000000001,FL4134357
276,Hillsborough,New Hampshire,33011,2020-12-31,,RADIUM-226,4020,MG/L,0,FL4134357
277,Hillsborough,New Hampshire,33011,2020-12-31,,RADIUM-228,4030,MG/L,0,FL4134357
278,Hillsborough,New Hampshire,33011,2020-12-31,"Infants below the age of six months who drink water containing nitrate in excess of the MCL could become seriously ill and, if untreated, may die. Symptoms include shortness of breath and blue-baby syndrome.",NITRATE,1040,MG/L,10,FL4130604
279,Hillsborough,New Hampshire,33011,2020-12-31,"Infants below the age of six months who drink water containing nitrite in excess of the MCL could become seriously ill and, if untreated, may die. Symptoms include shortness of breath and blue-baby syndrome.",NITRITE,1041,MG/L,1,FL4130604
280,Hillsborough,New Hampshire,33011,2020-12-31,Liver problems,ENDRIN,2005,MG/L,0.002,FL4130604
281,Hillsborough,New Hampshire,33011,2020-12-31,Reproductive difficulties,METHOXYCHLOR,2015,MG/L,0.040000000000000001,FL4130604
282,Hillsborough,New Hampshire,33011,2020-12-31,"Kidney, liver, or thyroid problems; increased risk of cancer",TOXAPHENE,2020,MG/L,0.0030000000000000001,FL4130604
283,Hillsborough,New Hampshire,33011,2020-12-31,Minor kidney changes,DALAPON,2031,MG/L,0.20000000000000001,FL4130604
284,Hillsborough,New Hampshire,33011,2020-12-31,Cataracts,DIQUAT,2032,MG/L,0.02,FL4130604
285,Hillsborough,New Hampshire,33011,2020-12-31,Kidney problems; reproductive difficulties,GLYPHOSATE,2034,MG/L,0.69999999999999996,FL4130604
286,Hillsborough,New Hampshire,33011,2020-12-31,"Weight loss, liver problems, or possible reproductive difficulties",DI(2-ETHYLHEXYL) ADIPATE,2035,MG/L,0.40000000000000002,FL4130604
287,Hillsborough,New Hampshire,33011,2020-12-31,Slight nervous system effects,OXAMYL,2036,MG/L,0.20000000000000001,FL4130604
288,Hillsborough,New Hampshire,33011,2020-12-31,Problems with blood,SIMAZINE,2037,MG/L,0.0040000000000000001,FL4130604
289,Hillsborough,New Hampshire,33011,2020-12-31,Reproductive difficulties; liver problems; increased risk of cancer,DI(2-ETHYLHEXYL) PHTHALATE,2039,MG/L,0.0060000000000000001,FL4130604
290,Hillsborough,New Hampshire,33011,2020-12-31,Liver problems,PICLORAM,2040,MG/L,0.5,FL4130604
291,Hillsborough,New Hampshire,33011,2020-12-31,Reproductive difficulties,DINOSEB,2041,MG/L,0.0070000000000000001,FL4130604
292,Hillsborough,New Hampshire,33011,2020-12-31,Kidney or stomach problems,HEXACHLOROCYCLOPENTADIENE,2042,MG/L,0.050000000000000003,FL4130604
293,Hillsborough,New Hampshire,33011,2020-12-31,"Problems with blood, nervous system, or reproductive system",CARBOFURAN,2046,MG/L,0.040000000000000001,FL4130604
